nconst,primaryName,primaryProfession,knownForTitles,popularity,known_for_department,profile_path
nm0075163,Francine Bergé,"actress,miscellaneous,archive_footage","tt0057207,tt0228786,tt0188388,tt0060891",5.226,Acting,https://image.tmdb.org/t/p/original/lTXaPg2L8msKUs9Wh1tm6CtUgOq.jpg
nm0704719,Francisco Rabal,"actor,writer,director","tt0101026,tt0055601,tt0076740,tt0210717",2.783,Acting,https://image.tmdb.org/t/p/original/4SXneju54P5QjrF7ZmAlU09HHxX.jpg
nm0529600,Christiane Lénier,"actress,manager","tt0060891,tt0160028,tt0041137,tt0042988",0.379,Acting,https://image.tmdb.org/t/p/original/cCtX5EXmzwdjgaJkG0xXTvQjSoC.jpg
nm0078112,Yori Bertin,actress,"tt0051378,tt0060891,tt0475180,tt1362539",2.551,Acting,https://image.tmdb.org/t/p/original/z06RoAT4XJvHPbOmRkbeeuZcZQy.jpg
nm0224529,Catherine Diamant,actress,"tt0060891,tt0123918,tt0071086,tt0195312",2.453,Acting,https://image.tmdb.org/t/p/original/h6SjZ958aBTbo1N4GyMwjZowGGR.jpg
nm0053617,Gilette Barbier,"actress,archive_footage","tt0101863,tt0066192,tt0110900,tt0082182",1.048,Acting,https://image.tmdb.org/t/p/original/wgIwp9F05Nd9Hrl07WhIinCyLOu.jpg
nm0605384,Annik Morice,"actress,writer,archive_footage","tt0260300,tt0061495,tt0060891,tt0044535",0.584,Acting,
nm0199663,Jennifer Daniel,"actress,soundtrack,archive_footage","tt0104181,tt0224833,tt1670334,tt1646041",3.949,Acting,https://image.tmdb.org/t/p/original/aZQ2DynfWcLYMy5exE4jx0Bk7b8.jpg
nm0057254,Ray Barrett,"actor,archive_footage,archive_sound","tt0455824,tt0057790,tt0085612,tt0061094",2.483,Acting,https://image.tmdb.org/t/p/original/xN2aEguqoB6EQ2cKOpdpjhwCCC1.jpg
nm0668940,Jacqueline Pearce,"actress,archive_footage","tt0076987,tt0210636,tt0056751,tt0094317",4.453,Acting,https://image.tmdb.org/t/p/original/AoeWQ3EM9RcpQT8WSWJC9tJXrme.jpg
nm0728085,Michael Ripper,"actor,soundtrack,archive_footage","tt0053085,tt0051305,tt0081838,tt0065073",7.141,Acting,https://image.tmdb.org/t/p/original/uDmK8h8QMKycoDG4Ykv7juH8k2t.jpg
nm0537962,Marne Maitland,"actor,archive_footage","tt0071807,tt0084814,tt0070679,tt0056937",4.197,Acting,https://image.tmdb.org/t/p/original/xpO7TbkqYzuoudEAx5Ha5m4fGod.jpg
nm0325354,Harold Goldblatt,"actor,archive_footage","tt0051994,tt0056187,tt0056751,tt0163463",2.289,Acting,https://image.tmdb.org/t/p/original/rc58hRjDPECwHtaPZfkqFyyrBUy.jpg
nm0298333,Robert Fuller,"actor,stunts,archive_footage","tt0068067,tt0110478,tt0060897,tt0060537",10.352,Acting,https://image.tmdb.org/t/p/original/pDrDechryrHA4nBXBYgOlJoq4S3.jpg
nm0558290,Julián Mateos,"actor,producer,archive_footage","tt0057708,tt0415421,tt0069053,tt0297520",2.357,Acting,https://image.tmdb.org/t/p/original/urMvw4P8eAt7HV1IGGcxRmgI87n.jpg
nm0599539,Elisa Montés,"actress,archive_footage","tt0047700,tt0072633,tt0059672,tt0063977",1.338,Acting,https://image.tmdb.org/t/p/original/h5MeeI4vn9U0ZCfO2BgekDRFeoS.jpg
nm0721073,Fernando Rey,"actor,miscellaneous,archive_footage","tt0066491,tt0067116,tt0068361,tt0055601",4.522,Acting,https://image.tmdb.org/t/p/original/dK8oBtRU5z8pA0LvMqh09leXQVc.jpg
nm0854149,Virgilio Teixeira,actor,"tt0060897,tt0051337,tt0040336,tt0041145",1.399,Acting,https://image.tmdb.org/t/p/original/5MAjiweisiskEeoltpbqduQY8Xd.jpg
nm0347453,Julien Guiomar,"actor,miscellaneous,archive_footage","tt0065234,tt0397508,tt0087034,tt0060908",2.17,Acting,https://image.tmdb.org/t/p/original/3zkdxwP1pDrfIxqQdpmKFweSF5Y.jpg
nm0000273,Alan Arkin,"actor,director,writer","tt1024648,tt0449059,tt0104348,tt0099487",15.864,Acting,https://image.tmdb.org/t/p/original/lTMMpkqL0G3WeFNfbtdP5COZEiX.jpg
nm0642697,Tessie O'Shea,"actress,soundtrack,archive_footage","tt0066817,tt0060921,tt0050961,tt0065275",0.838,Acting,https://image.tmdb.org/t/p/original/1kkedXSAU2MZseY0SQMoRz9FSHj.jpg
nm0492342,John Phillip Law,"actor,producer,miscellaneous","tt0062711,tt0071569,tt0096149,tt0064208",4.943,Acting,https://image.tmdb.org/t/p/original/3QTz9geTTDwSt8NGJrc3JY3UGfs.jpg
nm0089478,Ben Blue,"actor,writer,miscellaneous","tt0057193,tt0039054,tt0017636,tt0051312",1.593,Acting,https://image.tmdb.org/t/p/original/uazp2z7La7dkCY8rX65uB1Agxjp.jpg
nm0001077,Richard Crenna,"actor,director,producer","tt0095956,tt0062467,tt0083944,tt0089880",9.579,Acting,https://image.tmdb.org/t/p/original/dsViQ2ate32xTSQgxoEHKQl0Evj.jpg
nm0538683,Mako,"actor,production_designer,soundtrack","tt0082198,tt0213149,tt0087078,tt0120102",5.33,Acting,https://image.tmdb.org/t/p/original/qrt9yI5sEEemzVAEh8mtI6E68L0.jpg
nm0709907,John Randolph,"actor,soundtrack,archive_footage","tt0128853,tt0067065,tt0070666,tt0077663",12.589,Acting,https://image.tmdb.org/t/p/original/lJzBpptZD3d39y9WpNk7i7ibvOc.jpg
nm0717265,Frances Reid,"actress,archive_footage","tt0058796,tt0066769,tt0060955,tt0040049",3.879,Acting,https://image.tmdb.org/t/p/original/jBT2CspKcks5j9jIN6a82diVt36.jpg
nm0949461,Dee Dee Young,actress,"tt0060955,tt0065327,tt0071226,tt0074074",0.001,Acting,
nm0124128,Françoise Bush,"actress,archive_footage","tt0107211,tt0060955,tt0060009,tt0057798",1.623,Acting,
nm0838047,Ed Sullivan,"producer,actor,writer","tt0056891,tt0024356,tt0040053,tt0066221",4.193,Acting,https://image.tmdb.org/t/p/original/Xib04YQTh5wDAa2Z1mkKhMb0LE.jpg
nm0179469,Ricky Cordell,actor,"tt0064539,tt0062298,tt0060033,tt0060983",0.378,Acting,https://image.tmdb.org/t/p/original/4sBKs5kTZYZ9PZell1xsgLgDPtE.jpg
nm0439570,John Karlsen,"actor,miscellaneous","tt0096928,tt0059648,tt0111064,tt0059065",2.731,Acting,https://image.tmdb.org/t/p/original/vKvBi2jGhSSjXke6ZDD4UTDN5hc.jpg
nm0644707,Ian Ogilvy,"actor,writer,make_up_department","tt0074006,tt0865559,tt0104070,tt0066585",5.823,Acting,https://image.tmdb.org/t/p/original/m4AzjVFTFwz7Erh01dqlmcVmnXr.jpg
nm0727060,Joe 'Flash' Riley,actor,"tt0061005,tt0217562,tt0095613,tt0068128",0.132,Acting,
nm0709895,Edward B. Randolph,actor,"tt0061005,tt0080240,tt0060347,tt1123998",0.461,Acting,
nm0522370,Lucretia Love,"actress,miscellaneous,archive_footage","tt0069729,tt0093441,tt0204235,tt0068292",5.397,Acting,https://image.tmdb.org/t/p/original/oc8kpSwp7e542Q55qGGhkTgGuww.jpg
nm0031272,Ennio Antonelli,actor,"tt0088380,tt0060676,tt0086779,tt0208470",1.812,Acting,https://image.tmdb.org/t/p/original/k2BB0lgezdOHfkwarQkFGW4hY3U.jpg
nm0550847,Dodie Marshall,"actress,soundtrack","tt0061610,tt0061015,tt0057765,tt0056775",3.24,Acting,https://image.tmdb.org/t/p/original/2v9uvzFY5mNRz83CVbXyPMtRAod.jpg
nm0079475,Carl Betz,"actor,archive_footage","tt0061271,tt0061015,tt0046515,tt0045669",2.366,Acting,https://image.tmdb.org/t/p/original/v2azQL7807RwKx94Ohkztca1Pls.jpg
nm0179376,Alex Cord,"actor,archive_footage","tt0086662,tt0103907,tt0071318,tt0100705",5.059,Acting,https://image.tmdb.org/t/p/original/auyeofs0g8y9KIzWzMoALUFs6TK.jpg
nm0042106,Tina Aumont,"actress,archive_footage","tt0061080,tt0062424,tt0166788,tt0060708",5.152,Acting,https://image.tmdb.org/t/p/original/od4EoqEt4c59lKkY2rKnRWxI7sD.jpg
nm0336335,Peter Graves,"actor,director,soundtrack","tt0046359,tt0080339,tt0060009,tt0048424",5.906,Acting,https://image.tmdb.org/t/p/original/bK7Wf7qmKqixhKqzmBX3gNtzFcS.jpg
nm0157607,Linden Chiles,"actor,archive_footage","tt0059991,tt1737639,tt0116329,tt2039395",5.204,Acting,https://image.tmdb.org/t/p/original/azaesDI7sVYMVFOv4ZkwK1cXPEO.jpg
nm0003679,Kate Reid,actress,"tt0066769,tt0089006,tt0080388,tt0096677",2.83,Acting,https://image.tmdb.org/t/p/original/5VQNGinv6uV3IYYYgkRRo2XDliE.jpg
nm0000825,Mary Badham,"actress,archive_footage","tt0056592,tt0060626,tt0052520,tt0061089",1.645,Acting,https://image.tmdb.org/t/p/original/vxwDF4T03QHzjsjP2K14M0Q9RPE.jpg
nm0062667,Alan Baxter,"actor,soundtrack,archive_footage","tt0035279,tt0064782,tt0055031,tt0033426",2.229,Acting,https://image.tmdb.org/t/p/original/5SO7LEA6TkBCP5kLTzQneKDK9Wk.jpg
nm0376165,Ray Hemphill,"actor,soundtrack","tt0061089,tt0078231,tt0050061,tt0065441",0.631,Acting,https://image.tmdb.org/t/p/original/xKBqi2ZiMtBtWVngOAtHxTZBDy2.jpg
nm0271544,Hansjörg Felmy,"actor,director,miscellaneous","tt0061107,tt0806910,tt0052656,tt0052400",0.795,Acting,https://image.tmdb.org/t/p/original/dMaF556BNPc3QZQzdKY2zRR2hKn.jpg
nm0869565,Tamara Toumanova,"actress,soundtrack,archive_footage","tt0061107,tt0066249,tt0036748,tt0046896",0.775,Acting,https://image.tmdb.org/t/p/original/u2XgNwr5wPLkysWPPeqaYkSJPOb.jpg
nm0833080,Günter Strack,"actor,miscellaneous,soundtrack","tt0061107,tt0081860,tt0108832,tt0478439",2.289,Acting,https://image.tmdb.org/t/p/original/2jhjvfuIq4d0g8C8N8qgMf1PMU1.jpg
nm0649055,David Opatoshu,"actor,writer,archive_footage","tt0053804,tt0061107,tt0060783,tt0060028",1.835,Acting,https://image.tmdb.org/t/p/original/4e3yCzPpMnlMhRFDFiP45euMV1v.jpg
nm0278920,Gisela Fischer,actress,"tt0061107,tt0054894,tt1303726,tt0772790",1.841,Acting,https://image.tmdb.org/t/p/original/7MgKM6ua071ZJ8sDW1iHVUNVo55.jpg
nm0685494,Marie-France Pisier,"actress,writer,director","tt0072826,tt0078771,tt0082156,tt0074184",4.739,Acting,https://image.tmdb.org/t/p/original/l8umVAuHCPsJSFgHmP3nfCCrfwD.jpg
nm0349895,Raoul Guylad,"actor,writer","tt0074811,tt0170938,tt0165570,tt0061113",0.375,Acting,https://image.tmdb.org/t/p/original/ld0o6UtGjj7eeOBgQOjUNyxWEeZ.jpg
nm0483166,Henri Lambert,"actor,writer,stunts","tt0280321,tt0059452,tt0069912,tt0250966",2.641,Acting,https://image.tmdb.org/t/p/original/v4HPpd1g3P0sDn8lSW60wF0DG7Y.jpg
nm0657193,Gérard Palaprat,actor,"tt0061113,tt0168425,tt0351013,tt0442522",1.17,Acting,https://image.tmdb.org/t/p/original/1G8c8icFSvSdwOyXV9CB25qv86y.jpg
nm0001931,Binnie Barnes,"actress,producer,soundtrack","tt0039037,tt0038108,tt0024473,tt0028373",2.525,Acting,https://image.tmdb.org/t/p/original/venfbwUiANzQyyNSWRE7II7PKPq.jpg
nm0926897,Mary Wickes,"actress,miscellaneous,soundtrack","tt0105417,tt0047673,tt0108147,tt0116583",10.726,Acting,https://image.tmdb.org/t/p/original/qbvnoLQH1yunVR54nRNSDM8cdwa.jpg
nm0840300,Dolores Sutton,actress,"tt0061122,tt0097123,tt0063800,tt0068049",0.71,Acting,https://image.tmdb.org/t/p/original/vjDLitW5qZP0SwXxulyBUbkI1uO.jpg
nm0319357,Margalo Gillmore,"actress,soundtrack","tt0049314,tt0054176,tt0043390,tt0049247",1.46,Acting,https://image.tmdb.org/t/p/original/g5Wb3Uq4GLb0jGJm9O4fiq2hyU9.jpg
nm0625675,Portia Nelson,"actress,composer,music_department","tt0059742,tt0061584,tt0202490,tt0069050",0.518,Acting,
nm0526946,Ida Lupino,"actress,director,writer","tt0033717,tt0034828,tt0033802,tt0037990",7.024,Acting,https://image.tmdb.org/t/p/original/opIDphnwK18FVUe8XPzNLFtIDHy.jpg
nm0455813,Robert Kino,"actor,archive_footage","tt0091630,tt0052472,tt0052517,tt0061135",0.736,Acting,
nm0056435,Pierre Barouh,"actor,music_department,director","tt0119738,tt0410297,tt0496806,tt0376541",0.63,Acting,https://image.tmdb.org/t/p/original/aTWFrf4papNqmKD61cCd0cWfBTR.jpg
nm0481412,Valérie Lagrange,"actress,soundtrack,archive_footage","tt0069451,tt1082009,tt0167585,tt0062417",1.475,Acting,https://image.tmdb.org/t/p/original/aJasSxPQguodXyzgbSVTm9ibPPf.jpg
nm0024850,Souad Amidou,"actress,writer,director","tt0408306,tt0061138,tt0086070,tt0084019",0.886,Acting,https://image.tmdb.org/t/p/original/yxuuIMVcxZvVvSb1lHqqXURRGZS.jpg
nm0058196,Yane Barry,actress,"tt0061138,tt0055340,tt0054925,tt0167543",0.725,Acting,https://image.tmdb.org/t/p/original/sWnfymOhhDpIEpBMILlCXs1Da1Z.jpg
nm0494527,Paul Le Person,actor,"tt0068655,tt0071487,tt0174227,tt0072080",3.209,Acting,https://image.tmdb.org/t/p/original/40UsrtqYraM7JwhBr2baHB34bbY.jpg
nm0661628,Simone Paris,"actress,archive_footage","tt0047892,tt0061138,tt0055978,tt0048946",2.84,Acting,https://image.tmdb.org/t/p/original/fVIKmPe0Btv6N8Mo2eRn40iHWDI.jpg
nm0500988,Claude Lelouch,"director,writer,producer","tt0061138,tt0113828,tt0328802,tt0116555",3.309,Directing,https://image.tmdb.org/t/p/original/yGkKejxPnsTtfHSR5HjYKW1XuE.jpg
nm0653067,Warrene Ott,actress,"tt0059636,tt0061736,tt0063137,tt0056093",2.555,Acting,
nm0293738,Sally Frei,"actress,archive_footage","tt0077362,tt0061203,tt0061140,tt0059124",0.259,Acting,
nm0178330,Rick Cooper,"actor,soundtrack","tt0066473,tt0153000,tt0061140,tt0275412",0.732,Acting,
nm0753192,Ryck Rydon,"actor,producer","tt0161126,tt0914702,tt0050097,tt0049715",0.862,Acting,
nm0148425,Karen Ciral,actress,"tt0065604,tt0194123,tt0069620,tt0061719",0.013,Acting,
nm0822062,John Standing,"actor,soundtrack,archive_footage","tt0434409,tt0080678,tt0457513,tt0074452",4.941,Acting,https://image.tmdb.org/t/p/original/4jxM3KYsykVd2IPUaGAv3KYgDUT.jpg
nm0001786,George Takei,"actor,miscellaneous,writer","tt0060028,tt0102975,tt0088170,tt0084726",8.185,Acting,https://image.tmdb.org/t/p/original/kfpkgfcuxcOrw2OCoAyQpPamQVv.jpg
nm0793574,Teru Shimada,"actor,archive_footage","tt0062512,tt0041967,tt0052606,tt0024969",2.155,Acting,https://image.tmdb.org/t/p/original/l9ED8PjpLl3f7HBpED92PuHWbtT.jpg
nm0457843,Lois Kiuchi,actress,"tt0061170,tt0058816,tt0040051,tt0061248",0.008,Acting,
nm0640188,William O'Connell,"actor,soundtrack,archive_footage","tt0064782,tt0077523,tt0075029,tt0060028",3.117,Acting,https://image.tmdb.org/t/p/original/Y5xxFhp6KEoTmXhWgzlvLnii39.jpg
nm0707728,Giovanna Ralli,"actress,writer,archive_footage","tt0075793,tt0063293,tt0066252,tt0060436",2.576,Acting,https://image.tmdb.org/t/p/original/6dvHHF5JoFhQg6vD6rG8vyME4zK.jpg
nm0146345,Rico Cattani,"actor,production_manager","tt0086847,tt0058855,tt0059968,tt0062138",1.515,Acting,https://image.tmdb.org/t/p/original/a7Grd7LoFp8Y78zjDpZnj24Me8i.jpg
nm0125518,Frank Buxton,"actor,producer,director","tt0065329,tt0101912,tt0093693,tt0094715",0.694,Acting,https://image.tmdb.org/t/p/original/HXMcNDaAj4kJZK85hid9NEPE98.jpg
nm0489837,Louise Lasser,"actress,writer,archive_footage","tt0147612,tt0066808,tt0132347,tt0074021",5.379,Acting,https://image.tmdb.org/t/p/original/smrLNcvGJgR60iAwHnov1a7EwYa.jpg
nm0561752,Len Maxwell,"actor,writer","tt0208614,tt0061177,tt0169227,tt0353278",1.555,Acting,https://image.tmdb.org/t/p/original/8GFcJ3NTFzgWLsnsg8sdeaKmkEJ.jpg
nm0849474,Senkichi Taniguchi,"director,writer,producer","tt0044652,tt0047480,tt0050137,tt0042698",0.966,Directing,https://image.tmdb.org/t/p/original/mgdhL8fNN0ef2kSsEaAzDxu0sTX.jpg
nm0006800,Sandy Dennis,"actress,archive_footage","tt0061184,tt0062425,tt0066193,tt0063661",4.769,Acting,https://image.tmdb.org/t/p/original/mhRZNe7WAxMoGp2DIiH0qeP6PwU.jpg
nm0001566,Mike Nichols,"director,producer,miscellaneous","tt0061722,tt0376541,tt0061184,tt0115685",2.083,Directing,https://image.tmdb.org/t/p/original/eJgJEVil7iOJ9sTAXLCVRKfeKKM.jpg
nm0002663,Diane Ladd,"actress,producer,director","tt0100935,tt0071115,tt2446980,tt0071315",21.816,Acting,https://image.tmdb.org/t/p/original/l09hDywACsXFkmSy7d8V2YJiRNW.jpg
nm0852076,Buck Taylor,"actor,art_department,miscellaneous","tt0409847,tt0107007,tt2582782,tt0108358",19.221,Acting,https://image.tmdb.org/t/p/original/l4fy1zNNRIG2i4pmNpCqatFuz7d.jpg
nm0698337,Lou Procopio,actor,"tt0065760,tt0061189,tt0058855,tt0066286",0.652,Acting,https://image.tmdb.org/t/p/original/1yDq50NZCixZNFcmxohBTkF0ziH.jpg
nm0147049,Marc Cavell,"actor,archive_footage","tt0061512,tt0046035,tt0061565,tt0061189",2.27,Acting,https://image.tmdb.org/t/p/original/sN8iO8Wy79wj0SNlDFprJNftcGc.jpg
nm0441004,Peter Kastner,actor,"tt0061209,tt0059515,tt0078597,tt0066803",1.449,Acting,https://image.tmdb.org/t/p/original/aVj3GV4XGoW1y4Qi73egaV0ARjK.jpg
nm0000947,Karen Black,"actress,writer,composer","tt0065724,tt0071577,tt0251736,tt0073440",7.314,Acting,https://image.tmdb.org/t/p/original/2FUHvpCZ8A3we7yaEvIK8r06fCL.jpg
nm0842248,Dolph Sweet,actor,"tt0077663,tt0080117,tt0081869,tt0077617",4.526,Acting,https://image.tmdb.org/t/p/original/wDQZk5M9uqTs0sKPS0TpfXaikI6.jpg
nm0642783,Michael O'Sullivan,actor,"tt0061747,tt0061209",0.73,Acting,https://image.tmdb.org/t/p/original/f4CnWMdXeIkjmHtcKOGsYPw5YAW.jpg
nm0000338,Francis Ford Coppola,"producer,director,writer","tt0078788,tt0071360,tt0071562,tt0068646",17.07,Directing,https://image.tmdb.org/t/p/original/3Pblihd6KjXliie9vj4iQJwbNPU.jpg
nm0664270,Jean-Claude Pascal,"actor,music_department,soundtrack","tt0159684,tt0047484,tt0053252,tt0045496",1.973,Acting,https://image.tmdb.org/t/p/original/CIXFdHstG8GDpGosKSB0LCLNiT.jpg
nm0683012,Roger Pigaut,"actor,director,writer","tt0135834,tt0233096,tt0046415,tt0073085",2.01,Acting,https://image.tmdb.org/t/p/original/uUMO7KgnQQh146W97rIrSDHnVVx.jpg
nm0226231,Bruno Dietrich,"actor,archive_footage","tt0059153,tt0092429,tt0255739,tt0283198",0.789,Acting,https://image.tmdb.org/t/p/original/42ZIw4uEINGIfVXVPYvDsejp8mB.jpg
nm0136789,Roger Carel,"actor,miscellaneous,soundtrack","tt0072901,tt0098961,tt2764002,tt0281520",3.795,Acting,https://image.tmdb.org/t/p/original/nIibRj2FbvhGQqXMrLJJqAsG107.jpg
nm0603600,Jacques Morel,"actor,writer,miscellaneous","tt0043468,tt0048355,tt0047484,tt0042375",2.023,Acting,https://image.tmdb.org/t/p/original/joRVlfzc82ESHq69C3s6xpeipUT.jpg
nm0868139,Pierre Tornade,"actor,miscellaneous,soundtrack","tt0101152,tt0061369,tt0096519,tt0280292",1.648,Acting,https://image.tmdb.org/t/p/original/jtxGufvDwQSpwyuJKitxSMTEAfd.jpg
nm0431025,Jacques Jouanneau,"actor,miscellaneous,archive_footage","tt0065651,tt0057207,tt0049177,tt0061369",0.938,Acting,https://image.tmdb.org/t/p/original/6U6jS7QVGOBABSQIhjqGQ1RCoOs.jpg
nm0491721,Bernard Lavalette,"actor,soundtrack,archive_footage","tt0174429,tt0062687,tt0167655,tt0166036",1.116,Acting,https://image.tmdb.org/t/p/original/lzkcbGht0iDaOJlzJWNFJahzVBR.jpg
nm0885137,Robert Vattier,"actor,soundtrack,archive_footage","tt0030127,tt0022125,tt0177912,tt0027489",1.117,Acting,https://image.tmdb.org/t/p/original/40m5BRxxTAGTybya37eaxUvhPey.jpg
nm0701171,Michel Puterflam,actor,"tt0237534,tt1525794,tt0167705,tt0075939",1.049,Acting,https://image.tmdb.org/t/p/original/36QZr30ecK2AUNmzwLWapZzEEJ8.jpg
nm0156737,Maurice Chevit,"actor,writer,miscellaneous","tt0194680,tt0167644,tt0170910,tt0100112",1.589,Acting,https://image.tmdb.org/t/p/original/voX6qQGS1CVbVMBQrRODZq62Gkw.jpg
nm0793705,Joanna Shimkus,"actress,producer,soundtrack","tt0066528,tt0063843,tt0067855,tt0064492",2.024,Acting,https://image.tmdb.org/t/p/original/aH7L5dS8SKv0KYXc8VHDgKzj9un.jpg
nm0583141,Hans Meyer,"actor,archive_footage","tt0237534,tt0119013,tt0089893,tt0072684",3.452,Acting,https://image.tmdb.org/t/p/original/lD7vYorodY6dSJ20VxsOSfjt90Y.jpg
nm0703240,Thérèse Quentin,actress,"tt3662072,tt1911553,tt0075939,tt0061376",1.56,Acting,https://image.tmdb.org/t/p/original/g7e3qftI6XPwXuKsX3mVrNgkPFA.jpg
nm0201220,Jean Darie,"actor,archive_footage","tt0211915,tt0061376,tt0092903,tt0093481",0.797,Acting,https://image.tmdb.org/t/p/original/gKXvSrzKaZC5sNCJS56o7m3tjdJ.jpg
nm0688601,Odile Poisson,actress,"tt0199355,tt0061376,tt0086542,tt0076242",0.26,Acting,
nm0257992,Robert Enrico,"director,writer,producer","tt0073864,tt0056300,tt0206569,tt0135793",1.105,Directing,https://image.tmdb.org/t/p/original/fYtLJaqGzzsjWODelx6Cmwje5mn.jpg
nm0366934,David Hartman,"actor,soundtrack,archive_footage","tt0071671,tt0063874,tt0062890,tt0071008",5.315,Acting,https://image.tmdb.org/t/p/original/wyXY78ZTB6ZLsmtVdk1KDo7lNfP.jpg
nm0421543,Karen Jensen,"actress,archive_footage","tt0068067,tt0069212,tt0061277,tt0063877",1.568,Acting,https://image.tmdb.org/t/p/original/nTYD6iswWYaoKYrbHDQ25aeHQMg.jpg
nm0622450,Mildred Natwick,"actress,soundtrack,archive_footage","tt0048750,tt0094947,tt0045061,tt0061385",3.747,Acting,https://image.tmdb.org/t/p/original/gBsUxWJ5GpJ8CwlrHSrx5TjnQZr.jpg
nm0270915,Fritz Feld,"actor,miscellaneous,production_manager","tt0029947,tt0064418,tt0293892,tt0082517",7.136,Acting,https://image.tmdb.org/t/p/original/l0H4pDjT9OK19zNvHKIE8u93sBl.jpg
nm0083345,Billie Bird,"actress,soundtrack,archive_footage","tt0088128,tt0099785,tt0093756,tt0106701",3.626,Acting,https://image.tmdb.org/t/p/original/7xFN80OJw3JUk907UBJ1OWSWmcU.jpg
nm0814799,Jean Sorel,"actor,archive_footage","tt0069947,tt0061395,tt0059856,tt0065148",2.278,Acting,https://image.tmdb.org/t/p/original/fP0u5mPqTbBuJW1Uex0Wfv5rjbG.jpg
nm0656180,Geneviève Page,"actress,archive_footage","tt0061395,tt0066249,tt0044602,tt0054847",4.018,Acting,https://image.tmdb.org/t/p/original/8drZ1ijubjAchvplXeT85JBTceU.jpg
nm0167509,Pierre Clémenti,"actor,director,writer","tt0061395,tt0057091,tt0229088,tt0065571",2.136,Acting,https://image.tmdb.org/t/p/original/nQNQymfOrMw3huc15uAMa7hQNJU.jpg
nm0264554,Françoise Fabian,"actress,writer,soundtrack","tt0064612,tt0061395,tt2315200,tt0069815",2.103,Acting,https://image.tmdb.org/t/p/original/3qXMNrdnibaKfwt5IfaQYiTfGqm.jpg
nm0062866,Susan Bay Nimoy,"actress,producer,miscellaneous","tt7471538,tt0106145,tt1121977,tt0083470",1.638,Acting,https://image.tmdb.org/t/p/original/isELKjc8dvP7PdV7LcNrpkJXjrn.jpg
nm0483279,Paul Lambert,"actor,archive_footage","tt0063442,tt0074119,tt0054331,tt0052520",2.777,Acting,https://image.tmdb.org/t/p/original/9hME9blSiEFNylgWa3YorFMAixx.jpg
nm0727065,Jeannine Riley,"actress,soundtrack,archive_footage","tt0070022,tt0069577,tt0056780,tt0105597",4.101,Acting,https://image.tmdb.org/t/p/original/68zVv60jsuTn4fcPXtXCXGliG0O.jpg
nm0832007,Leonard Stone,"actor,archive_footage","tt0067992,tt0070723,tt0058816,tt0065775",2.715,Acting,https://image.tmdb.org/t/p/original/wjcAfMlcIry9YOdmrlaSCA3F6PQ.jpg
nm0130324,Charlie Callas,"actor,soundtrack,archive_footage","tt0076538,tt0082517,tt0072574,tt0112896",2.072,Acting,https://image.tmdb.org/t/p/original/s01mdZFqiqht6uWXwlBgroQClQI.jpg
nm0230934,Guy Doleman,"actor,soundtrack,archive_footage","tt0059800,tt0059319,tt0053137,tt0060437",3.185,Acting,https://image.tmdb.org/t/p/original/2Qfkwj2fve1t4ou9DiXl0ZLoBA.jpg
nm0792996,Vladek Sheybal,"actor,director,writer","tt0087985,tt0057076,tt0080380,tt0061452",2.168,Acting,https://image.tmdb.org/t/p/original/1DT8AE1sD7ADGaoPxYvYo1EzrKz.jpg
nm0818269,Milo Sperber,"actor,writer,archive_footage","tt0076752,tt0059549,tt0133324,tt0989125",1.303,Acting,https://image.tmdb.org/t/p/original/tb2nuX8n9K35XYvYapADQcLffKA.jpg
nm0419532,Alexei Jawdokimov,actor,"tt0083943,tt0074452,tt0092360,tt0106339",1.163,Acting,
nm0001692,Ken Russell,"director,writer,actor","tt0066993,tt0066858,tt0073812,tt0080360",2.693,Directing,https://image.tmdb.org/t/p/original/hM5kaWhCsdZbl2NsHES3rWzt8xa.jpg
